Question 1,Question 2,Question 3,Question 4,Question 5,Question 6,Question 7,Question 25,respondent_id,survey_id,cnt
Forward Thinking Chiropractic Alliance,Solo practitioner,Young professional (Doctor of Chiropractic with less than 5 years in practice),5 - 10 years,20 - 30 years,Male,White/Caucasian,3.,12156433717,295082383,5
International Chiropractic Association (ICA),Solo practitioner,Young professional (Doctor of Chiropractic with less than 5 years in practice),5 - 10 years,20 - 30 years,Male,White/Caucasian,3.,12156433717,295082383,6
International Federation of Chiropractors and Organizations (IFCO),Solo practitioner,Young professional (Doctor of Chiropractic with less than 5 years in practice),5 - 10 years,20 - 30 years,Male,White/Caucasian,3.,12156433717,295082383,7
National Board,Solo practitioner,Young professional (Doctor of Chiropractic with less than 5 years in practice),5 - 10 years,20 - 30 years,Male,White/Caucasian,3.,12156433717,295082383,8
State Licensing Board,Solo practitioner,Young professional (Doctor of Chiropractic with less than 5 years in practice),5 - 10 years,20 - 30 years,Male,White/Caucasian,3.,12156433717,295082383,9
Student American Chiropractic Association (SACA),Solo practitioner,Young professional (Doctor of Chiropractic with less than 5 years in practice),5 - 10 years,20 - 30 years,Male,White/Caucasian,3.,12156433717,295082383,10
World Federation of Chiropractic,Solo practitioner,Young professional (Doctor of Chiropractic with less than 5 years in practice),5 - 10 years,20 - 30 years,Male,White/Caucasian,3.,12156433717,295082383,11
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,,12156545082,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,,12156478035,295082383,1
Foundation for Chiropractic Progress,Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Female,White/Caucasian,,12156546052,295082383,1
State Chiropractic Association,Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Female,White/Caucasian,,12156546052,295082383,2
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),5 - 10 years,31 - 40 years,Female,White/Caucasian,,12156564328,295082383,1
Clinical Compass (CCGPP),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),5 - 10 years,31 - 40 years,Female,White/Caucasian,,12156564328,295082383,2
Federation of International Chiropractors du Sport (FICS),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),5 - 10 years,31 - 40 years,Female,White/Caucasian,,12156564328,295082383,3
Forward Thinking Chiropractic Alliance,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),5 - 10 years,31 - 40 years,Female,White/Caucasian,,12156564328,295082383,4
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),5 - 10 years,31 - 40 years,Female,White/Caucasian,,12156564328,295082383,5
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),N/A,51 - 60 years,Male,White/Caucasian,,12156540063,295082383,1
Clinical Compass (CCGPP),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),N/A,51 - 60 years,Male,White/Caucasian,,12156540063,295082383,2
Forward Thinking Chiropractic Alliance,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),N/A,51 - 60 years,Male,White/Caucasian,,12156540063,295082383,3
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),N/A,51 - 60 years,Male,White/Caucasian,,12156540063,295082383,4
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,71 - 80 years,Female,White/Caucasian,,12156577959,295082383,1
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Male,White/Caucasian,4.,12156450111,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Male,White/Caucasian,4.,12156450111,295082383,2
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,71 - 80 years,Male,White/Caucasian,,12156616000,295082383,1
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,61 - 70 years,Male,White/Caucasian,,12156612083,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Female,White/Caucasian,,12156496665,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,2.,12156472166,295082383,1
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,,12156611290,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,Multi-Racial,,12156704528,295082383,1
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),5 - 10 years,31 - 40 years,Male,White/Caucasian,1. Vitalistic,12156646746,295082383,1
American Chiropractic Association (ACA),Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Male,White/Caucasian,,12156705582,295082383,1
Vendor of products or services to the chiropractic profession,Group member practitioner (single location),Vendor/Business partner,N/A,41 - 50 years,Female,White/Caucasian,,12156721641,295082383,1
Forward Thinking Chiropractic Alliance,Multi-location practice,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,20 - 30 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12156757747,295082383,1
International Chiropractic Association (ICA),Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,3.,12156775038,295082383,1
American Chiropractic Association (ACA),Solo practitioner,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,20 - 30 years,Male,White/Caucasian,4.,12156532036,295082383,1
Forward Thinking Chiropractic Alliance,Solo practitioner,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,20 - 30 years,Male,White/Caucasian,4.,12156532036,295082383,2
State Chiropractic Association,Solo practitioner,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,20 - 30 years,Male,White/Caucasian,4.,12156532036,295082383,3
Clinical Compass (CCGPP),Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12156765228,295082383,1
One Chiropractic,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,1. Vitalistic,12156643187,295082383,1
American Black Chiropractic Association (ABCA),Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,Hispanic/Latino,3.,12156765033,295082383,1
American Chiropractic Association (ACA),Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,Hispanic/Latino,3.,12156765033,295082383,2
Clinical Compass (CCGPP),Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,Hispanic/Latino,3.,12156765033,295082383,3
Congress of Chiropractic State Associations (ChiroCongress),Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,Hispanic/Latino,3.,12156765033,295082383,4
Council on Chiropractic Education,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,Hispanic/Latino,3.,12156765033,295082383,5
Forward Thinking Chiropractic Alliance,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,Hispanic/Latino,3.,12156765033,295082383,6
Foundation for Chiropractic Progress,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,Hispanic/Latino,3.,12156765033,295082383,7
State Chiropractic Association,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,Hispanic/Latino,3.,12156765033,295082383,8
State Licensing Board,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,Hispanic/Latino,3.,12156765033,295082383,9
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Male,White/Caucasian,3.,12156808233,295082383,1
International Chiropractic Pediatric Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),5 - 10 years,31 - 40 years,Female,White/Caucasian,2.,12156604148,295082383,1
International Federation of Chiropractors and Organizations (IFCO),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),5 - 10 years,31 - 40 years,Female,White/Caucasian,2.,12156604148,295082383,2
American Chiropractic Association (ACA),Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12156737155,295082383,1
State Chiropractic Association,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12156737155,295082383,2
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),5 - 10 years,31 - 40 years,Male,White/Caucasian,,12156947551,295082383,1
International Federation of Chiropractors and Organizations (IFCO),Group member practitioner (single location),Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,31 - 40 years,Female,White/Caucasian,1. Vitalistic,12156912484,295082383,1
League of Chiropractic Women (LCW),Group member practitioner (single location),Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,31 - 40 years,Female,White/Caucasian,1. Vitalistic,12156912484,295082383,2
State Chiropractic Association,Group member practitioner (single location),Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,31 - 40 years,Female,White/Caucasian,1. Vitalistic,12156912484,295082383,3
"All Women Chiropractic Association(s) - i.e. Women DCs, League of Chiropractic Women, etc.",Solo practitioner,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,20 - 30 years,Female,White/Caucasian,,12157060848,295082383,1
International Chiropractic Pediatric Association,Solo practitioner,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,20 - 30 years,Female,White/Caucasian,,12157060848,295082383,2
League of Chiropractic Women (LCW),Solo practitioner,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,20 - 30 years,Female,White/Caucasian,,12157060848,295082383,3
Congress of Chiropractic State Associations (ChiroCongress),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,61 - 70 years,Male,White/Caucasian,4.,12156953404,295082383,1
